Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 7, 'n_head': 4, 'n_kv_head': 2, 'n_embd': 512, 'window_pattern': 'SSMM'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 8,388,608
  lm_head                 : 4,194,304
  transformer_matrices    : 12,845,312
  scalars                 : 14
  total                   : 29,622,542
Estimated FLOPs per token: 1.187528e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.010814 | lrm: 1.00 | dt: 16585ms | tok/sec: 3,951 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 01450 (81.1%) | loss: 3.135285 | lrm: 0.34 | dt: 173ms | tok/sec: 379,826 | mfu: 4.6% | epoch: 1 | remaining: 57s    
step 01451 (81.2%) | loss: 3.127017 | lrm: 0.34 | dt: 170ms | tok/sec: 384,918 | mfu: 4.6% | epoch: 1 | remaining: 56s    
step 01452 (81.2%) | loss: 3.117847 | lrm: 0.34 | dt: 168ms | tok/sec: 390,545 | mfu: 4.7% | epoch: 1 | remaining: 56s    
step 01453 (81.3%) | loss: 3.115374 | lrm: 0.34 | dt: 167ms | tok/sec: 392,153 | mfu: 4.7% | epoch: 1 | remaining: 56s    
step 01454 (81.3%) | loss: 3.122966 | lrm: 0.34 | dt: 169ms | tok/sec: 388,588 | mfu: 4.7% | epoch: 1 | remaining: 56s    
step 01455 (81.4%) | loss: 3.121321 | lrm: 0.34 | dt: 170ms | tok/sec: 386,283 | mfu: 4.6% | epoch: 1 | remaining: 56s    
step 01456 (81.4%) | loss: 3.126489 | lrm: 0.34 | dt: 178ms | tok/sec: 368,751 | mfu: 4.4% | epoch: 1 | remaining: 55s    
step 01457 (81.5%) | loss: 3.119506 | lrm: 0.34 | dt: 172ms | tok/sec: 380,038 | mfu: 4.6% | epoch: 1 | remaining: 55s    
step 01458 (81.6%) | loss: 3.115868 | lrm: 0.34 | dt: 168ms | tok/sec: 391,029 | mfu: 4.7% | epoch: 1 | remaining: 55s    
step 01459 (81.6%) | loss: 3.117851 | lrm: 0.33 | dt: 169ms | tok/sec: 387,605 | mfu: 4.7% | epoch: 1 | remaining: 55s    
step 01460 (81.7%) | loss: 3.117773 | lrm: 0.33 | dt: 171ms | tok/sec: 383,582 | mfu: 4.6% | epoch: 1 | remaining: 55s    
step 01461 (81.7%) | loss: 3.126760 | lrm: 0.33 | dt: 169ms | tok/sec: 388,794 | mfu: 4.7% | epoch: 1 | remaining: 55s    
step 01462 (81.8%) | loss: 3.123809 | lrm: 0.33 | dt: 168ms | tok/sec: 389,941 | mfu: 4.7% | epoch: 1 | remaining: 54s    
step 01463 (81.8%) | loss: 3.128271 | lrm: 0.33 | dt: 172ms | tok/sec: 380,443 | mfu: 4.6% | epoch: 1 | remaining: 54s    
step 01464 (81.9%) | loss: 3.122922 | lrm: 0.33 | dt: 170ms | tok/sec: 385,653 | mfu: 4.6% | epoch: 1 | remaining: 54s    
step 01465 (82.0%) | loss: 3.116678 | lrm: 0.33 | dt: 168ms | tok/sec: 389,815 | mfu: 4.7% | epoch: 1 | remaining: 54s    
step 01466 (82.0%) | loss: 3.116765 | lrm: 0.33 | dt: 168ms | tok/sec: 389,736 | mfu: 4.7% | epoch: 1 | remaining: 54s    
step 01467 (82.1%) | loss: 3.108480 | lrm: 0.33 | dt: 170ms | tok/sec: 386,581 | mfu: 4.6% | epoch: 1 | remaining: 54s    
step 01468 (82.1%) | loss: 3.117989 | lrm: 0.32 | dt: 168ms | tok/sec: 389,532 | mfu: 4.7% | epoch: 1 | remaining: 53s    
step 01469 (82.2%) | loss: 3.121716 | lrm: 0.32 | dt: 169ms | tok/sec: 388,672 | mfu: 4.7% | epoch: 1 | remaining: 53s    
step 01470 (82.2%) | loss: 3.114498 | lrm: 0.32 | dt: 168ms | tok/sec: 389,881 | mfu: 4.7% | epoch: 1 | remaining: 53s    
step 01471 (82.3%) | loss: 3.116101 | lrm: 0.32 | dt: 168ms | tok/sec: 390,389 | mfu: 4.7% | epoch: 1 | remaining: 53s    
step 01472 (82.3%) | loss: 3.118595 | lrm: 0.32 | dt: 168ms | tok/sec: 389,882 | mfu: 4.7% | epoch: 1 | remaining: 53s    
step 01473 (82.4%) | loss: 3.111778 | lrm: 0.32 | dt: 172ms | tok/sec: 380,454 | mfu: 4.6% | epoch: 1 | remaining: 53s    
step 01474 (82.5%) | loss: 3.112674 | lrm: 0.32 | dt: 174ms | tok/sec: 376,159 | mfu: 4.5% | epoch: 1 | remaining: 52s    
step 01475 (82.5%) | loss: 3.101309 | lrm: 0.32 | dt: 174ms | tok/sec: 377,555 | mfu: 4.5% | epoch: 1 | remaining: 52s    
step 01476 (82.6%) | loss: 3.101994 | lrm: 0.32 | dt: 173ms | tok/sec: 378,156 | mfu: 4.5% | epoch: 1 | remaining: 52s    
step 01477 (82.6%) | loss: 3.091398 | lrm: 0.32 | dt: 169ms | tok/sec: 387,357 | mfu: 4.6% | epoch: 1 | remaining: 52s    
step 01478 (82.7%) | loss: 3.083482 | lrm: 0.31 | dt: 170ms | tok/sec: 385,987 | mfu: 4.6% | epoch: 1 | remaining: 52s    
step 01479 (82.7%) | loss: 3.087624 | lrm: 0.31 | dt: 169ms | tok/sec: 388,614 | mfu: 4.7% | epoch: 1 | remaining: 52s    
step 01480 (82.8%) | loss: 3.085229 | lrm: 0.31 | dt: 176ms | tok/sec: 372,598 | mfu: 4.5% | epoch: 1 | remaining: 51s    
step 01481 (82.9%) | loss: 3.088228 | lrm: 0.31 | dt: 176ms | tok/sec: 371,948 | mfu: 4.5% | epoch: 1 | remaining: 51s    
step 01482 (82.9%) | loss: 3.094192 | lrm: 0.31 | dt: 170ms | tok/sec: 384,525 | mfu: 4.6% | epoch: 1 | remaining: 51s    
step 01483 (83.0%) | loss: 3.106082 | lrm: 0.31 | dt: 168ms | tok/sec: 390,177 | mfu: 4.7% | epoch: 1 | remaining: 51s    
step 01484 (83.0%) | loss: 3.106161 | lrm: 0.31 | dt: 168ms | tok/sec: 389,741 | mfu: 4.7% | epoch: 1 | remaining: 51s    
step 01485 (83.1%) | loss: 3.119023 | lrm: 0.31 | dt: 168ms | tok/sec: 389,224 | mfu: 4.7% | epoch: 1 | remaining: 51s    
step 01486 (83.1%) | loss: 3.118558 | lrm: 0.31 | dt: 168ms | tok/sec: 389,503 | mfu: 4.7% | epoch: 1 | remaining: 50s    
step 01487 (83.2%) | loss: 3.121835 | lrm: 0.31 | dt: 170ms | tok/sec: 386,305 | mfu: 4.6% | epoch: 1 | remaining: 50s    
step 01488 (83.3%) | loss: 3.121597 | lrm: 0.30 | dt: 167ms | tok/sec: 392,734 | mfu: 4.7% | epoch: 1 | remaining: 50s    
step 01489 (83.3%) | loss: 3.116898 | lrm: 0.30 | dt: 168ms | tok/sec: 390,465 | mfu: 4.7% | epoch: 1 | remaining: 50s    
step 01490 (83.4%) | loss: 3.115398 | lrm: 0.30 | dt: 170ms | tok/sec: 385,466 | mfu: 4.6% | epoch: 1 | remaining: 50s    
step 01491 (83.4%) | loss: 3.113416 | lrm: 0.30 | dt: 167ms | tok/sec: 391,628 | mfu: 4.7% | epoch: 1 | remaining: 50s    
step 01492 (83.5%) | loss: 3.109627 | lrm: 0.30 | dt: 168ms | tok/sec: 388,942 | mfu: 4.7% | epoch: 1 | remaining: 49s    
step 01493 (83.5%) | loss: 3.112796 | lrm: 0.30 | dt: 170ms | tok/sec: 386,102 | mfu: 4.6% | epoch: 1 | remaining: 49s    
step 01494 (83.6%) | loss: 3.114686 | lrm: 0.30 | dt: 168ms | tok/sec: 391,197 | mfu: 4.7% | epoch: 1 | remaining: 49s    
step 01495 (83.7%) | loss: 3.113992 | lrm: 0.30 | dt: 167ms | tok/sec: 392,690 | mfu: 4.7% | epoch: 1 | remaining: 49s    
step 01496 (83.7%) | loss: 3.110620 | lrm: 0.30 | dt: 169ms | tok/sec: 387,999 | mfu: 4.7% | epoch: 1 | remaining: 49s    
step 01497 (83.8%) | loss: 3.115918 | lrm: 0.30 | dt: 169ms | tok/sec: 387,798 | mfu: 4.7% | epoch: 1 | remaining: 49s    
step 01498 (83.8%) | loss: 3.108519 | lrm: 0.29 | dt: 168ms | tok/sec: 391,092 | mfu: 4.7% | epoch: 1 | remaining: 48s    
step 01499 (83.9%) | loss: 3.101158 | lrm: 0.29 | dt: 170ms | tok/sec: 386,312 | mfu: 4.6% | epoch: 1 | remaining: 48s    
step 01500 (83.9%) | loss: 3.111583 | lrm: 0.29 | dt: 167ms | tok/sec: 392,496 | mfu: 4.7% | epoch: 1 | remaining: 48s    
step 01501 (84.0%) | loss: 3.105401 | lrm: 0.29 | dt: 168ms | tok/sec: 390,541 | mfu: 4.7% | epoch: 1 | remaining: 48s    
step 01502 (84.0%) | loss: 3.102969 | lrm: 0.29 | dt: 172ms | tok/sec: 380,664 | mfu: 4.6% | epoch: 1 | remaining: 48s    
step 01503 (84.1%) | loss: 3.092807 | lrm: 0.29 | dt: 168ms | tok/sec: 389,917 | mfu: 4.7% | epoch: 1 | remaining: 48s    
step 01504 (84.2%) | loss: 3.100674 | lrm: 0.29 | dt: 167ms | tok/sec: 391,974 | mfu: 4.7% | epoch: 1 | remaining: 47s    
step 01505 (84.2%) | loss: 3.100662 | lrm: 0.29 | dt: 170ms | tok/sec: 384,934 | mfu: 4.6% | epoch: 1 | remaining: 47s    
step 01506 (84.3%) | loss: 3.089301 | lrm: 0.29 | dt: 168ms | tok/sec: 389,494 | mfu: 4.7% | epoch: 1 | remaining: 47s    
step 01507 (84.3%) | loss: 3.093595 | lrm: 0.28 | dt: 167ms | tok/sec: 391,425 | mfu: 4.7% | epoch: 1 | remaining: 47s    
step 01508 (84.4%) | loss: 3.097462 | lrm: 0.28 | dt: 168ms | tok/sec: 389,284 | mfu: 4.7% | epoch: 1 | remaining: 47s    
step 01509 (84.4%) | loss: 3.095221 | lrm: 0.28 | dt: 168ms | tok/sec: 389,975 | mfu: 4.7% | epoch: 1 | remaining: 47s    
step 01510 (84.5%) | loss: 3.092977 | lrm: 0.28 | dt: 167ms | tok/sec: 391,446 | mfu: 4.7% | epoch: 1 | remaining: 46s    
step 01511 (84.6%) | loss: 3.084554 | lrm: 0.28 | dt: 169ms | tok/sec: 388,098 | mfu: 4.7% | epoch: 1 | remaining: 46s    
step 01512 (84.6%) | loss: 3.090908 | lrm: 0.28 | dt: 168ms | tok/sec: 390,274 | mfu: 4.7% | epoch: 1 | remaining: 46s    
step 01513 (84.7%) | loss: 3.090346 | lrm: 0.28 | dt: 168ms | tok/sec: 390,894 | mfu: 4.7% | epoch: 1 | remaining: 46s    
step 01514 (84.7%) | loss: 3.095825 | lrm: 0.28 | dt: 170ms | tok/sec: 385,293 | mfu: 4.6% | epoch: 1 | remaining: 46s    
step 01515 (84.8%) | loss: 3.099405 | lrm: 0.28 | dt: 168ms | tok/sec: 388,979 | mfu: 4.7% | epoch: 1 | remaining: 46s    
step 01516 (84.8%) | loss: 3.098200 | lrm: 0.28 | dt: 168ms | tok/sec: 390,530 | mfu: 4.7% | epoch: 1 | remaining: 45s    
step 01517 (84.9%) | loss: 3.109020 | lrm: 0.27 | dt: 169ms | tok/sec: 388,339 | mfu: 4.7% | epoch: 1 | remaining: 45s    
step 01518 (84.9%) | loss: 3.117760 | lrm: 0.27 | dt: 169ms | tok/sec: 388,086 | mfu: 4.7% | epoch: 1 | remaining: 45s    
step 01519 (85.0%) | loss: 3.125657 | lrm: 0.27 | dt: 168ms | tok/sec: 390,238 | mfu: 4.7% | epoch: 1 | remaining: 45s    
step 01520 (85.1%) | loss: 3.125261 | lrm: 0.27 | dt: 168ms | tok/sec: 390,626 | mfu: 4.7% | epoch: 1 | remaining: 45s    
step 01521 (85.1%) | loss: 3.122725 | lrm: 0.27 | dt: 167ms | tok/sec: 391,416 | mfu: 4.7% | epoch: 1 | remaining: 44s    
step 01522 (85.2%) | loss: 3.116906 | lrm: 0.27 | dt: 169ms | tok/sec: 388,684 | mfu: 4.7% | epoch: 1 | remaining: 44s    
step 01523 (85.2%) | loss: 3.117497 | lrm: 0.27 | dt: 170ms | tok/sec: 385,794 | mfu: 4.6% | epoch: 1 | remaining: 44s    
step 01524 (85.3%) | loss: 3.116651 | lrm: 0.27 | dt: 168ms | tok/sec: 390,725 | mfu: 4.7% | epoch: 1 | remaining: 44s    
step 01525 (85.3%) | loss: 3.125810 | lrm: 0.27 | dt: 169ms | tok/sec: 387,875 | mfu: 4.7% | epoch: 1 | remaining: 44s    
step 01526 (85.4%) | loss: 3.130890 | lrm: 0.27 | dt: 169ms | tok/sec: 388,795 | mfu: 4.7% | epoch: 1 | remaining: 44s    
step 01527 (85.5%) | loss: 3.123892 | lrm: 0.26 | dt: 168ms | tok/sec: 390,093 | mfu: 4.7% | epoch: 1 | remaining: 43s    
step 01528 (85.5%) | loss: 3.125182 | lrm: 0.26 | dt: 167ms | tok/sec: 392,531 | mfu: 4.7% | epoch: 1 | remaining: 43s    
step 01529 (85.6%) | loss: 3.126937 | lrm: 0.26 | dt: 169ms | tok/sec: 388,481 | mfu: 4.7% | epoch: 1 | remaining: 43s    
step 01530 (85.6%) | loss: 3.117449 | lrm: 0.26 | dt: 167ms | tok/sec: 391,708 | mfu: 4.7% | epoch: 1 | remaining: 43s    
step 01531 (85.7%) | loss: 3.123152 | lrm: 0.26 | dt: 167ms | tok/sec: 391,595 | mfu: 4.7% | epoch: 1 | remaining: 43s    
step 01532 (85.7%) | loss: 3.133969 | lrm: 0.26 | dt: 168ms | tok/sec: 389,294 | mfu: 4.7% | epoch: 1 | remaining: 43s    
step 01533 (85.8%) | loss: 3.130511 | lrm: 0.26 | dt: 168ms | tok/sec: 389,501 | mfu: 4.7% | epoch: 1 | remaining: 42s    
step 01534 (85.8%) | loss: 3.116725 | lrm: 0.26 | dt: 169ms | tok/sec: 388,902 | mfu: 4.7% | epoch: 1 | remaining: 42s    
step 01535 (85.9%) | loss: 3.122581 | lrm: 0.26 | dt: 169ms | tok/sec: 388,367 | mfu: 4.7% | epoch: 1 | remaining: 42s    
step 01536 (86.0%) | loss: 3.116386 | lrm: 0.26 | dt: 168ms | tok/sec: 390,520 | mfu: 4.7% | epoch: 1 | remaining: 42s    
step 01537 (86.0%) | loss: 3.119944 | lrm: 0.25 | dt: 168ms | tok/sec: 389,651 | mfu: 4.7% | epoch: 1 | remaining: 42s    
step 01538 (86.1%) | loss: 3.127697 | lrm: 0.25 | dt: 169ms | tok/sec: 388,233 | mfu: 4.7% | epoch: 1 | remaining: 42s    
step 01539 (86.1%) | loss: 3.124671 | lrm: 0.25 | dt: 169ms | tok/sec: 388,545 | mfu: 4.7% | epoch: 1 | remaining: 41s    
step 01540 (86.2%) | loss: 3.123043 | lrm: 0.25 | dt: 168ms | tok/sec: 389,906 | mfu: 4.7% | epoch: 1 | remaining: 41s    
step 01541 (86.2%) | loss: 3.119754 | lrm: 0.25 | dt: 174ms | tok/sec: 376,097 | mfu: 4.5% | epoch: 1 | remaining: 41s    
step 01542 (86.3%) | loss: 3.125163 | lrm: 0.25 | dt: 173ms | tok/sec: 378,055 | mfu: 4.5% | epoch: 1 | remaining: 41s    
step 01543 (86.4%) | loss: 3.120755 | lrm: 0.25 | dt: 169ms | tok/sec: 387,978 | mfu: 4.7% | epoch: 1 | remaining: 41s    
step 01544 (86.4%) | loss: 3.110930 | lrm: 0.25 | dt: 168ms | tok/sec: 390,767 | mfu: 4.7% | epoch: 1 | remaining: 41s    
step 01545 (86.5%) | loss: 3.103291 | lrm: 0.25 | dt: 172ms | tok/sec: 379,964 | mfu: 4.6% | epoch: 1 | remaining: 40s    
step 01546 (86.5%) | loss: 3.101603 | lrm: 0.25 | dt: 177ms | tok/sec: 370,920 | mfu: 4.5% | epoch: 1 | remaining: 40s    
step 01547 (86.6%) | loss: 3.102709 | lrm: 0.24 | dt: 170ms | tok/sec: 386,424 | mfu: 4.6% | epoch: 1 | remaining: 40s    
step 01548 (86.6%) | loss: 3.098012 | lrm: 0.24 | dt: 168ms | tok/sec: 389,971 | mfu: 4.7% | epoch: 1 | remaining: 40s    
step 01549 (86.7%) | loss: 3.098974 | lrm: 0.24 | dt: 167ms | tok/sec: 392,236 | mfu: 4.7% | epoch: 1 | remaining: 40s    
step 01550 (86.7%) | loss: 3.105134 | lrm: 0.24 | dt: 175ms | tok/sec: 374,754 | mfu: 4.5% | epoch: 1 | remaining: 40s    
step 01551 (86.8%) | loss: 3.108415 | lrm: 0.24 | dt: 173ms | tok/sec: 379,717 | mfu: 4.6% | epoch: 1 | remaining: 39s    
step 01552 (86.9%) | loss: 3.102333 | lrm: 0.24 | dt: 171ms | tok/sec: 383,722 | mfu: 4.6% | epoch: 1 | remaining: 39s    
step 01553 (86.9%) | loss: 3.099560 | lrm: 0.24 | dt: 170ms | tok/sec: 386,032 | mfu: 4.6% | epoch: 1 | remaining: 39s    
step 01554 (87.0%) | loss: 3.096834 | lrm: 0.24 | dt: 168ms | tok/sec: 390,288 | mfu: 4.7% | epoch: 1 | remaining: 39s    
step 01555 (87.0%) | loss: 3.095365 | lrm: 0.24 | dt: 170ms | tok/sec: 385,480 | mfu: 4.6% | epoch: 1 | remaining: 39s    
step 01556 (87.1%) | loss: 3.092220 | lrm: 0.23 | dt: 169ms | tok/sec: 387,719 | mfu: 4.7% | epoch: 1 | remaining: 39s    
step 01557 (87.1%) | loss: 3.089134 | lrm: 0.23 | dt: 169ms | tok/sec: 388,827 | mfu: 4.7% | epoch: 1 | remaining: 38s    
step 01558 (87.2%) | loss: 3.082270 | lrm: 0.23 | dt: 172ms | tok/sec: 381,824 | mfu: 4.6% | epoch: 1 | remaining: 38s    
step 01559 (87.3%) | loss: 3.079485 | lrm: 0.23 | dt: 169ms | tok/sec: 388,181 | mfu: 4.7% | epoch: 1 | remaining: 38s    
step 01560 (87.3%) | loss: 3.086592 | lrm: 0.23 | dt: 168ms | tok/sec: 390,558 | mfu: 4.7% | epoch: 1 | remaining: 38s    
step 01561 (87.4%) | loss: 3.096101 | lrm: 0.23 | dt: 170ms | tok/sec: 384,688 | mfu: 4.6% | epoch: 1 | remaining: 38s    
step 01562 (87.4%) | loss: 3.093475 | lrm: 0.23 | dt: 169ms | tok/sec: 388,167 | mfu: 4.7% | epoch: 1 | remaining: 38s    
step 01563 (87.5%) | loss: 3.092354 | lrm: 0.23 | dt: 170ms | tok/sec: 386,510 | mfu: 4.6% | epoch: 1 | remaining: 37s    
step 01564 (87.5%) | loss: 3.091785 | lrm: 0.23 | dt: 171ms | tok/sec: 384,300 | mfu: 4.6% | epoch: 1 | remaining: 37s    
step 01565 (87.6%) | loss: 3.088192 | lrm: 0.23 | dt: 170ms | tok/sec: 385,694 | mfu: 4.6% | epoch: 1 | remaining: 37s    
step 01566 (87.7%) | loss: 3.097757 | lrm: 0.22 | dt: 168ms | tok/sec: 389,661 | mfu: 4.7% | epoch: 1 | remaining: 37s    
step 01567 (87.7%) | loss: 3.099581 | lrm: 0.22 | dt: 168ms | tok/sec: 390,380 | mfu: 4.7% | epoch: 1 | remaining: 37s    
step 01568 (87.8%) | loss: 3.096089 | lrm: 0.22 | dt: 170ms | tok/sec: 385,942 | mfu: 4.6% | epoch: 1 | remaining: 37s    
step 01569 (87.8%) | loss: 3.105185 | lrm: 0.22 | dt: 168ms | tok/sec: 389,060 | mfu: 4.7% | epoch: 1 | remaining: 36s    
step 01570 (87.9%) | loss: 3.101661 | lrm: 0.22 | dt: 171ms | tok/sec: 382,515 | mfu: 4.6% | epoch: 1 | remaining: 36s    
step 01571 (87.9%) | loss: 3.095161 | lrm: 0.22 | dt: 171ms | tok/sec: 383,442 | mfu: 4.6% | epoch: 1 | remaining: 36s    
step 01572 (88.0%) | loss: 3.099055 | lrm: 0.22 | dt: 169ms | tok/sec: 388,840 | mfu: 4.7% | epoch: 1 | remaining: 36s    
step 01573 (88.0%) | loss: 3.101170 | lrm: 0.22 | dt: 170ms | tok/sec: 385,271 | mfu: 4.6% | epoch: 1 | remaining: 36s    
step 01574 (88.1%) | loss: 3.113345 | lrm: 0.22 | dt: 170ms | tok/sec: 384,900 | mfu: 4.6% | epoch: 1 | remaining: 36s    
step 01575 (88.2%) | loss: 3.102331 | lrm: 0.22 | dt: 170ms | tok/sec: 386,407 | mfu: 4.6% | epoch: 1 | remaining: 35s    
step 01576 (88.2%) | loss: 3.099802 | lrm: 0.21 | dt: 170ms | tok/sec: 384,679 | mfu: 4.6% | epoch: 1 | remaining: 35s    
step 01577 (88.3%) | loss: 3.098523 | lrm: 0.21 | dt: 169ms | tok/sec: 388,015 | mfu: 4.7% | epoch: 1 | remaining: 35s    
step 01578 (88.3%) | loss: 3.091590 | lrm: 0.21 | dt: 170ms | tok/sec: 384,602 | mfu: 4.6% | epoch: 1 | remaining: 35s    
step 01579 (88.4%) | loss: 3.100838 | lrm: 0.21 | dt: 168ms | tok/sec: 389,856 | mfu: 4.7% | epoch: 1 | remaining: 35s    
step 01580 (88.4%) | loss: 3.101188 | lrm: 0.21 | dt: 170ms | tok/sec: 385,504 | mfu: 4.6% | epoch: 1 | remaining: 34s    
step 01581 (88.5%) | loss: 3.103750 | lrm: 0.21 | dt: 170ms | tok/sec: 386,465 | mfu: 4.6% | epoch: 1 | remaining: 34s    
step 01582 (88.6%) | loss: 3.101158 | lrm: 0.21 | dt: 169ms | tok/sec: 387,978 | mfu: 4.7% | epoch: 1 | remaining: 34s    
step 01583 (88.6%) | loss: 3.101001 | lrm: 0.21 | dt: 171ms | tok/sec: 384,367 | mfu: 4.6% | epoch: 1 | remaining: 34s    
step 01584 (88.7%) | loss: 3.097310 | lrm: 0.21 | dt: 169ms | tok/sec: 388,055 | mfu: 4.7% | epoch: 1 | remaining: 34s    
step 01585 (88.7%) | loss: 3.099413 | lrm: 0.20 | dt: 170ms | tok/sec: 384,423 | mfu: 4.6% | epoch: 1 | remaining: 34s    
step 01586 (88.8%) | loss: 3.113522 | lrm: 0.20 | dt: 169ms | tok/sec: 388,533 | mfu: 4.7% | epoch: 1 | remaining: 33s    
step 01587 (88.8%) | loss: 3.110723 | lrm: 0.20 | dt: 171ms | tok/sec: 382,749 | mfu: 4.6% | epoch: 1 | remaining: 33s    
step 01588 (88.9%) | loss: 3.111494 | lrm: 0.20 | dt: 170ms | tok/sec: 386,011 | mfu: 4.6% | epoch: 1 | remaining: 33s    
step 01589 (89.0%) | loss: 3.107097 | lrm: 0.20 | dt: 170ms | tok/sec: 385,892 | mfu: 4.6% | epoch: 1 | remaining: 33s    
step 01590 (89.0%) | loss: 3.086911 | lrm: 0.20 | dt: 167ms | tok/sec: 391,947 | mfu: 4.7% | epoch: 1 | remaining: 33s    
step 01591 (89.1%) | loss: 3.076197 | lrm: 0.20 | dt: 169ms | tok/sec: 388,034 | mfu: 4.7% | epoch: 1 | remaining: 33s    
step 01592 (89.1%) | loss: 3.075255 | lrm: 0.20 | dt: 170ms | tok/sec: 385,742 | mfu: 4.6% | epoch: 1 | remaining: 32s    
step 01593 (89.2%) | loss: 3.067235 | lrm: 0.20 | dt: 171ms | tok/sec: 383,030 | mfu: 4.6% | epoch: 1 | remaining: 32s    
step 01594 (89.2%) | loss: 3.072806 | lrm: 0.20 | dt: 169ms | tok/sec: 388,088 | mfu: 4.7% | epoch: 1 | remaining: 32s    
step 01595 (89.3%) | loss: 3.073351 | lrm: 0.19 | dt: 169ms | tok/sec: 387,026 | mfu: 4.6% | epoch: 1 | remaining: 32s    
step 01596 (89.3%) | loss: 3.075936 | lrm: 0.19 | dt: 169ms | tok/sec: 388,259 | mfu: 4.7% | epoch: 1 | remaining: 32s    
step 01597 (89.4%) | loss: 3.078797 | lrm: 0.19 | dt: 171ms | tok/sec: 384,103 | mfu: 4.6% | epoch: 1 | remaining: 32s    
step 01598 (89.5%) | loss: 3.073330 | lrm: 0.19 | dt: 170ms | tok/sec: 386,312 | mfu: 4.6% | epoch: 1 | remaining: 31s    
step 01599 (89.5%) | loss: 3.073078 | lrm: 0.19 | dt: 169ms | tok/sec: 388,831 | mfu: 4.7% | epoch: 1 | remaining: 31s    
step 01600 (89.6%) | loss: 3.072619 | lrm: 0.19 | dt: 171ms | tok/sec: 384,210 | mfu: 4.6% | epoch: 1 | remaining: 31s    
step 01601 (89.6%) | loss: 3.074139 | lrm: 0.19 | dt: 169ms | tok/sec: 386,942 | mfu: 4.6% | epoch: 1 | remaining: 31s    
step 01602 (89.7%) | loss: 3.076815 | lrm: 0.19 | dt: 168ms | tok/sec: 389,040 | mfu: 4.7% | epoch: 1 | remaining: 31s    
step 01603 (89.7%) | loss: 3.072072 | lrm: 0.19 | dt: 168ms | tok/sec: 389,161 | mfu: 4.7% | epoch: 1 | remaining: 31s    
step 01604 (89.8%) | loss: 3.075716 | lrm: 0.19 | dt: 170ms | tok/sec: 385,430 | mfu: 4.6% | epoch: 1 | remaining: 30s    
step 01605 (89.9%) | loss: 3.073668 | lrm: 0.18 | dt: 170ms | tok/sec: 384,635 | mfu: 4.6% | epoch: 1 | remaining: 30s    
step 01606 (89.9%) | loss: 3.076723 | lrm: 0.18 | dt: 170ms | tok/sec: 384,846 | mfu: 4.6% | epoch: 1 | remaining: 30s    
step 01607 (90.0%) | loss: 3.075861 | lrm: 0.18 | dt: 169ms | tok/sec: 388,737 | mfu: 4.7% | epoch: 1 | remaining: 30s    
step 01608 (90.0%) | loss: 3.074566 | lrm: 0.18 | dt: 168ms | tok/sec: 389,794 | mfu: 4.7% | epoch: 1 | remaining: 30s    
step 01609 (90.1%) | loss: 3.080534 | lrm: 0.18 | dt: 170ms | tok/sec: 386,161 | mfu: 4.6% | epoch: 1 | remaining: 30s    
step 01610 (90.1%) | loss: 3.079647 | lrm: 0.18 | dt: 170ms | tok/sec: 385,430 | mfu: 4.6% | epoch: 1 | remaining: 29s    
step 01611 (90.2%) | loss: 3.087560 | lrm: 0.18 | dt: 170ms | tok/sec: 386,599 | mfu: 4.6% | epoch: 1 | remaining: 29s    
step 01612 (90.3%) | loss: 3.076100 | lrm: 0.18 | dt: 171ms | tok/sec: 383,248 | mfu: 4.6% | epoch: 1 | remaining: 29s    
step 01613 (90.3%) | loss: 3.084098 | lrm: 0.18 | dt: 170ms | tok/sec: 385,523 | mfu: 4.6% | epoch: 1 | remaining: 29s    
step 01614 (90.4%) | loss: 3.088774 | lrm: 0.18 | dt: 169ms | tok/sec: 387,760 | mfu: 4.7% | epoch: 1 | remaining: 29s    
step 01615 (90.4%) | loss: 3.088717 | lrm: 0.17 | dt: 168ms | tok/sec: 389,999 | mfu: 4.7% | epoch: 1 | remaining: 29s    
step 01616 (90.5%) | loss: 3.092881 | lrm: 0.17 | dt: 171ms | tok/sec: 383,810 | mfu: 4.6% | epoch: 1 | remaining: 28s    
step 01617 (90.5%) | loss: 3.094867 | lrm: 0.17 | dt: 171ms | tok/sec: 383,894 | mfu: 4.6% | epoch: 1 | remaining: 28s    
step 01618 (90.6%) | loss: 3.094940 | lrm: 0.17 | dt: 169ms | tok/sec: 386,950 | mfu: 4.6% | epoch: 1 | remaining: 28s    
step 01619 (90.6%) | loss: 3.084329 | lrm: 0.17 | dt: 178ms | tok/sec: 368,578 | mfu: 4.4% | epoch: 1 | remaining: 28s    
step 01620 (90.7%) | loss: 3.082824 | lrm: 0.17 | dt: 173ms | tok/sec: 379,876 | mfu: 4.6% | epoch: 1 | remaining: 28s    
step 01621 (90.8%) | loss: 3.083179 | lrm: 0.17 | dt: 169ms | tok/sec: 387,381 | mfu: 4.6% | epoch: 1 | remaining: 28s    
